Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Target,Previous qualification (grade),Admission grade,Unemployment rate,Inflation rate,GDP,Total Curricular units (credited),Total Curricular units (enrolled),Total Curricular units (evaluations),Total Curricular units (approved),Total Curricular units (grade),Total Curricular units (without evaluations)
0,0,1,14,1,0,0,0,13,4,8,1,0,0,1,0,0,19,0,2,0.5601558572210751,-0.1642306335374955,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,0.311680249174718,0.819734206409757,-0.22401128909004567
0,0,6,11,1,0,0,12,13,5,5,1,0,0,1,0,1,18,0,2,0.8634885494451889,0.2294058807758927,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.7003899648215488,-0.22401128909004567
0,7,1,10,1,0,0,12,13,5,5,0,0,0,1,0,1,20,0,1,-0.8048412577874374,-0.6062084741700698,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.04727767461420827,0.14389326665476757,0.09121544471478042,-0.22401128909004567
0,0,1,13,1,0,0,12,26,4,5,0,0,0,1,0,1,18,0,2,-0.19817587333920963,-0.5647730516107663,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,0.4794672316946684,0.7574676455811268,-0.22401128909004567
0,0,5,13,1,0,0,6,0,2,4,1,0,0,1,0,0,19,0,0,0.03690696313447821,0.41586528229275943,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.10908848409044712,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
1,11,1,11,1,11,0,21,26,9,9,1,0,0,1,0,0,36,0,2,0.03690696313447821,0.13962913189740012,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,0.3249110245571587,-0.30823392226643087,0.4794672316946684,0.17942640588867376,-0.22401128909004567
0,13,1,12,1,0,0,2,3,3,2,0,0,0,1,0,0,18,0,1,1.0909880686132745,-1.863082958468955,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-1.4110870100332646,-1.352058912875321,-1.3661895760247864,-0.5055057632262617,-0.22401128909004567
0,13,1,7,1,0,0,12,27,4,5,1,0,1,1,0,0,18,0,1,-0.425675392507295,-0.4335608801729703,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.543087992738053,0.4746348206902369,-0.862828628464935,0.3247150478221447,-0.22401128909004567
0,7,6,11,1,0,0,12,27,9,3,1,0,0,1,0,0,19,0,2,0.25682316499696123,0.38133576349333953,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,0.7589105332047645,0.21367857303801432,0.8150411967345693,0.38698160865077535,-0.22401128909004567
0,0,5,11,1,0,0,12,13,7,8,1,0,0,1,0,1,18,0,2,-0.425675392507295,-0.4611844952125066,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.46792813772799474,-0.22401128909004567
0,7,1,13,1,0,0,12,13,1,1,0,0,0,1,0,0,18,0,2,-0.7290080847314089,-0.8548210095258938,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,-0.830146417570876,-0.1916806983851333,0.11715984506004314,-0.22401128909004567
0,0,1,9,1,0,0,21,13,9,3,1,0,0,1,0,1,19,0,2,-0.3498422194512666,-0.7236088380880977,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.5691901699186535,0.4794672316946684,0.653690044200076,-0.22401128909004567
0,0,1,11,1,0,0,2,0,2,1,0,0,0,1,0,1,19,0,2,-0.3498422194512666,0.05675828677879213,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,0.9828281792545197,0.9951183527437331,-0.22401128909004567
0,0,2,11,1,0,0,0,13,7,7,1,0,0,1,0,0,18,0,0,0.5601558572210751,0.20178226573635638,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,0.9828281792545197,0.6350100759514868,-0.22401128909004567
0,0,2,14,1,0,0,0,13,9,7,1,0,0,1,0,0,20,0,2,-0.8806744308434659,-0.5578671478508818,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-0.10908848409044712,-0.04727767461420827,0.311680249174718,0.5457613387637832,-0.22401128909004567
0,0,3,10,1,0,0,12,27,3,10,1,0,0,1,0,1,20,0,1,-0.8048412577874374,-0.8755387208055456,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,0.08320044921190302,0.14389326665476757,0.4907592100318262,-0.22401128909004567
0,8,1,11,1,0,0,22,26,5,5,1,0,0,1,0,0,20,0,2,-0.5015085655633235,-0.8410092020061256,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.8228475344511887,-0.22401128909004567
0,0,4,11,1,0,0,21,26,9,8,1,0,0,1,0,1,18,0,2,0.18098999194093274,-0.27472509369563886,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.6111412276338452,-0.22401128909004567
0,0,2,11,1,0,0,12,13,7,5,1,0,0,1,0,0,18,0,2,-0.12234270028318116,-0.33687822753459506,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,0.9828281792545197,0.7512409894982636,-0.22401128909004567
0,7,4,5,1,0,0,12,26,4,7,0,0,0,1,0,0,19,0,2,0.5601558572210751,-0.22638376737645077,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,0.08320044921190302,0.14389326665476757,0.35688610425027073,1.331759421952909
0,0,3,8,1,0,0,12,27,9,7,1,0,0,1,0,0,19,0,1,-0.12234270028318116,0.37442985973345594,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,-0.43871204609254216,-0.02389371586518287,0.22612632651014655,-0.22401128909004567
1,11,1,2,0,0,0,18,23,12,12,0,0,0,1,0,0,44,0,2,-0.19817587333920963,-0.8410092020061256,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.05967357918896432,-0.10908848409044712,0.996547315994682,-0.1916806983851333,0.13480203729482193,0.5538740664314317
0,3,1,3,1,2,0,22,26,5,6,0,0,0,1,0,0,32,0,0,-0.19817587333920963,0.20868816949623997,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.43871204609254216,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,13,1,15,1,0,0,21,13,9,8,0,0,0,1,0,0,22,0,0,0.5601558572210751,-0.32306642001482694,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.10908848409044712,0.08320044921190302,0.14389326665476757,0.4907592100318262,-0.22401128909004567
1,11,1,3,1,0,0,0,13,4,9,1,0,0,1,0,0,36,0,2,-0.19817587333920963,1.7556106117102526,-1.0009723271182625,0.12438647318417584,1.545606837207885,1.8361678163728172,2.494908567795188,2.0403723066035724,2.3251240394141233,0.7335987972634846,-0.22401128909004567
0,7,1,14,1,0,0,21,26,5,7,0,0,0,1,0,1,18,0,2,-0.577341738619352,-0.4749963027322748,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.10908848409044712,-0.17775579844031955,0.4794672316946684,0.5146280583494676,-0.22401128909004567
0,0,1,7,1,0,0,2,2,3,2,1,0,0,1,0,0,20,0,2,2.0768193183416446,1.9420700132271194,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.543087992738053,-0.830146417570876,0.14389326665476757,1.0511582574895004,-0.22401128909004567
0,15,1,4,1,0,0,12,13,5,7,0,0,0,1,0,1,20,0,2,-0.19817587333920963,-0.1711365372973791,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2.07314799081804,2.060909059147582,0.7355910683424595,2.157337056894173,0.6640678043381808,-0.22401128909004567
0,7,1,9,1,0,0,2,0,2,3,0,0,0,1,0,0,19,0,2,0.8634885494451889,-0.005394847060163122,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,-0.10908848409044712,0.3441566968641256,-0.02389371586518287,0.023760003817097548,-0.22401128909004567
0,11,1,8,1,11,0,2,0,3,5,1,0,1,1,0,0,24,0,2,0.03690696313447821,1.8108578417893233,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.543087992738053,-0.30823392226643087,0.14389326665476757,0.1586708856124633,-0.22401128909004567
0,7,1,9,1,0,0,0,0,4,9,0,0,0,1,0,0,20,0,1,1.166821241669303,0.1948763619764728,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,-0.10908848409044712,0.7355910683424595,-0.02389371586518287,0.01338224367899232,-0.22401128909004567
0,13,1,2,0,0,0,2,2,2,3,0,0,0,1,0,0,27,0,0,0.03690696313447821,0.5539833574904391,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2.310128165263263,1.8439093048237791,0.6051129445163482,0.8150411967345693,0.14206646939149553,-0.22401128909004567
0,0,1,15,1,0,0,0,27,5,10,1,0,0,1,0,0,20,0,1,0.02932364582887579,0.29846491837473255,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.6512669441467037,0.3249110245571587,0.08320044921190302,0.6472542142146189,0.6308589718962445,-0.22401128909004567
0,13,6,9,1,0,0,18,23,0,0,0,0,0,1,0,1,23,0,2,-0.2740090463952381,-0.12279521097819103,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,5.8648307819416035,3.579907339414202,2.1708504304296836,3.331845934533826,0.5602902029571301,-0.22401128909004567
0,0,5,11,1,0,0,12,27,4,8,1,0,0,1,0,1,18,0,2,0.8634885494451889,0.9890552943631308,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,0.7589105332047645,0.21367857303801432,1.1506151617744702,0.596612363440498,1.331759421952909
0,7,1,9,1,0,0,21,26,4,9,1,0,0,1,0,1,18,0,2,-0.9565076038994943,-0.6821734155287943,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.10908848409044712,0.3441566968641256,0.14389326665476757,0.1970685981234522,0.5538740664314317
0,7,3,11,1,0,0,0,26,9,9,1,0,0,1,0,1,20,0,2,0.8634885494451889,-0.03301846209969945,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.6339722999376762,-0.22401128909004567
0,0,1,10,1,0,0,12,27,9,7,0,0,0,1,0,1,20,0,2,-0.04650952722715268,-0.4749963027322748,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,-0.10908848409044712,-0.43871204609254216,0.4794672316946684,0.3413194640431129,-0.22401128909004567
0,0,1,13,1,0,0,22,13,7,10,0,0,0,1,0,0,23,0,0,0.7118222033331321,0.09819370933809662,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-0.10908848409044712,0.4746348206902369,0.311680249174718,0.3983971448026909,-0.22401128909004567
0,0,2,11,1,0,0,12,13,9,9,1,0,0,1,0,0,20,0,2,0.25682316499696123,0.8992785454846383,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,0.3249110245571587,-0.30823392226643087,0.4794672316946684,0.7335987972634851,-0.22401128909004567
0,11,1,10,1,6,0,18,23,0,0,1,0,0,0,0,0,28,0,0,0.03690696313447821,-1.1724925824805565,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,0.4746348206902369,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,0,1,13,1,0,0,0,13,3,5,1,0,0,1,0,0,21,0,2,-0.8048412577874374,-0.702891126808446,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,-0.43871204609254216,-0.02389371586518287,0.35584832823646007,-0.22401128909004567
0,0,2,12,1,0,0,12,13,9,9,1,0,0,1,0,0,21,0,0,0.03690696313447821,-1.5523172892741757,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.7600877470618559,-1.8739714081797663,-1.198402593504836,-0.8687273680599396,-0.22401128909004567
0,3,1,11,1,2,0,18,23,0,0,0,0,0,1,0,0,28,0,0,0.5601558572210751,0.8992785454846383,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,0.5419107788809616,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,0,1,11,1,0,0,2,0,3,3,0,1,0,1,0,0,18,0,2,-1.1840071230675797,-0.951503662164269,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,0.5419107788809616,0.6051129445163482,0.6472542142146189,0.449248169479406,-0.22401128909004567
0,7,1,9,1,0,0,22,13,28,38,1,0,0,1,0,1,21,0,1,-0.3498422194512666,-0.5785848591305345,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.10908848409044712,-0.17775579844031955,0.14389326665476757,0.4284926492031956,-0.22401128909004567
0,0,1,11,1,0,0,0,0,4,4,0,0,0,1,0,0,19,0,2,0.25682316499696123,-0.21947786361656718,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,0.5419107788809616,0.21367857303801432,0.8150411967345693,0.4959480901008784,-0.22401128909004567
0,8,6,11,1,0,0,0,13,1,1,1,0,0,1,0,1,18,0,2,0.6359890302771035,-0.019206654579931284,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.8041675662025995,-0.22401128909004567
0,0,3,11,1,0,0,2,0,2,5,0,0,0,1,0,0,19,0,0,-0.19817587333920963,0.4711125123718321,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,0.5419107788809616,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,14,1,5,1,13,0,22,27,9,7,0,0,0,1,0,0,20,0,1,0.5601558572210751,0.8992785454846383,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.4142867697014811,-0.10908848409044712,0.6051129445163482,-0.1916806983851333,0.49802364212849975,-0.22401128909004567
0,0,3,11,1,0,0,0,13,9,5,1,0,0,1,0,1,20,0,2,-2.321504718908007,-1.8216475359096513,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,0.5419107788809616,0.3441566968641256,0.6472542142146189,0.4181148890650903,-0.22401128909004567
0,7,1,15,1,0,0,0,26,7,9,0,0,0,1,0,1,18,0,2,-0.5015085655633235,0.3951475710131067,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,0.311680249174718,0.4150015610236587,-0.22401128909004567
0,13,2,13,1,0,0,22,13,4,3,1,0,0,1,0,0,20,0,0,-0.577341738619352,-1.4072933103166125,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0.6512669441467037,-0.10908848409044712,0.08320044921190302,0.14389326665476757,0.12442427715671671,-0.22401128909004567
0,11,1,13,1,0,0,0,13,5,4,0,0,0,1,0,0,31,0,0,-0.9565076038994943,0.9269021605241746,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.1773065952562584,-0.10908848409044712,1.387981687473016,-0.02389371586518287,0.2365040866482514,-0.22401128909004567
0,7,3,11,1,0,0,21,26,9,7,1,0,0,1,0,1,19,0,2,-0.04650952722715268,0.09128780557821303,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,0.9828281792545197,0.8633207989897986,-0.22401128909004567
0,0,3,11,1,0,0,22,27,5,5,1,0,0,1,0,1,19,0,2,-0.3498422194512666,-0.5785848591305345,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,0.5419107788809616,0.08320044921190302,0.6472542142146189,0.46481480968656347,-0.22401128909004567
0,0,1,4,1,0,0,12,0,3,8,0,0,0,1,0,0,23,0,2,-1.3356734691796368,-0.24710147865610252,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.05967357918896432,-0.10908848409044712,-0.04727767461420827,0.4794672316946684,0.4160393370374697,0.5538740664314317
0,0,1,13,1,0,0,21,26,5,5,0,0,0,1,0,0,19,0,2,-0.577341738619352,-0.20566605609679903,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.43871204609254216,0.4794672316946684,0.7595431976087474,-0.22401128909004567
0,0,6,11,1,0,0,0,2,3,2,1,0,0,1,0,0,20,0,2,0.33265633805298966,-0.39212545761366674,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,0.3249110245571587,-0.30823392226643087,0.4794672316946684,0.44924816947940566,-0.22401128909004567
0,0,1,5,1,0,0,21,26,9,4,1,0,1,1,0,0,22,0,1,-2.3973378919640354,-1.7940239208701152,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,1.2575035636469047,-0.02389371586518287,0.4004726968303119,-0.22401128909004567
0,0,1,15,1,0,0,2,0,2,5,1,1,0,1,0,0,18,0,1,-0.5015085655633235,-0.6959852230485615,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,0.3249110245571587,0.7355910683424595,0.4794672316946684,0.27282624713161935,-0.22401128909004567
0,3,3,7,1,2,0,12,26,11,5,0,0,1,0,0,0,27,0,0,-0.19817587333920963,0.20868816949623997,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.05967357918896432,-0.543087992738053,-0.6996682937447647,-1.0306156109848854,0.16904864575056852,-0.22401128909004567
0,11,1,12,1,11,0,21,27,9,9,0,0,0,1,0,0,29,0,0,-2.473171065020064,-0.48190220649215837,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,0.3249110245571587,-0.9606245413969873,-1.3661895760247864,-1.1281713715125665,-0.22401128909004567
0,7,1,10,1,0,0,0,13,4,3,1,0,0,1,0,0,18,0,2,-0.8048412577874374,0.23631178453577628,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-0.10908848409044712,0.4746348206902369,0.14389326665476757,0.3247150478221447,-0.22401128909004567
0,7,1,4,1,0,0,12,27,9,7,0,0,0,1,0,0,18,0,2,-0.5015085655633235,-0.5716789553706499,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.10908848409044712,-0.43871204609254216,0.311680249174718,0.3734905204712385,-0.22401128909004567
0,7,1,11,1,0,0,22,27,7,7,0,0,0,1,0,0,18,0,2,-0.3498422194512666,0.31227672589449973,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,1.1506151617744702,0.4845325539489629,-0.22401128909004567
0,7,3,5,1,0,0,21,27,9,9,1,0,0,1,0,0,20,0,1,0.10515681888490426,-0.454278591452622,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,0.6051129445163482,-0.1916806983851333,0.3174506157254712,1.331759421952909
0,7,2,10,1,0,0,22,27,9,9,1,0,0,1,0,0,18,0,2,-0.3498422194512666,0.1465350356572837,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-0.10908848409044712,-0.43871204609254216,0.311680249174718,0.6640678043381808,-0.22401128909004567
0,0,1,4,1,0,0,0,0,4,4,0,0,0,0,0,0,18,0,1,-0.577341738619352,0.34680624469391963,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.05967357918896432,-0.10908848409044712,0.6051129445163482,-0.02389371586518287,0.22405077448252558,0.5538740664314317
0,3,2,5,1,2,0,2,2,1,1,0,0,0,0,0,0,28,0,0,-0.19817587333920963,0.20868816949623997,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.7600877470618559,0.3441566968641256,-1.3661895760247864,-0.9206161687504649,3.6654154885173407
0,0,2,11,1,0,0,21,0,7,7,1,0,0,1,0,1,18,0,2,0.18098999194093274,0.40205347477299225,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,0.7589105332047645,0.996547315994682,0.8150411967345693,0.2665995910487564,-0.22401128909004567
0,11,1,11,1,11,0,21,27,22,33,0,0,0,1,0,0,27,0,1,0.03690696313447821,1.1547969846003447,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,0.3249110245571587,1.2575035636469047,-0.35946768090508374,0.5862346033023927,-0.22401128909004567
0,11,1,0,1,0,0,2,0,2,4,0,0,0,1,0,0,26,0,1,0.5601558572210751,1.783234226749789,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,0.3249110245571587,0.6051129445163482,0.4794672316946684,0.796903134105926,2.109644777474386
0,0,2,14,1,0,0,12,0,9,3,1,0,0,1,0,0,18,0,2,0.40848951110901816,0.4503948010921794,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.10908848409044712,-0.5691901699186535,0.4794672316946684,0.5675546350538037,-0.22401128909004567
0,0,1,7,1,0,0,4,4,2,2,0,0,0,1,0,0,18,0,0,1.3184875877813598,1.3274445785974445,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,0.21367857303801432,-0.02389371586518287,0.6360478519652972,1.331759421952909
0,0,2,8,1,0,0,0,13,4,6,0,1,0,1,0,0,21,0,0,-0.577341738619352,-0.8133855869665894,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,-0.543087992738053,-0.6996682937447647,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,0,2,4,1,0,0,3,0,2,3,1,0,0,1,0,0,18,0,1,-0.8806744308434659,-0.4335608801729703,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.10908848409044712,0.08320044921190302,-0.862828628464935,-1.0503381704767785,-0.22401128909004567
1,11,1,2,0,0,0,18,23,12,12,0,0,0,0,0,0,32,0,0,-0.9565076038994943,-1.7387766907910434,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.543087992738053,-0.17775579844031955,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,11,2,13,1,0,0,18,23,0,0,0,0,0,1,0,0,28,0,2,0.5601558572210751,-1.863082958468955,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,-0.43871204609254216,-0.1916806983851333,0.35065944816740746,-0.22401128909004567
0,11,1,16,0,0,0,21,13,9,2,0,0,0,0,0,0,40,0,0,-2.473171065020064,-0.35069003505436225,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.7600877470618559,-1.6130151605275438,-1.533976558544737,-2.165947385323075,-0.22401128909004567
1,8,2,2,0,0,0,21,26,9,10,0,0,1,0,0,0,39,0,0,0.5601558572210751,-0.454278591452622,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.7600877470618559,-0.9606245413969873,-1.533976558544737,-2.165947385323075,-0.22401128909004567
1,8,2,9,1,0,0,21,26,9,10,0,0,1,0,0,0,39,0,0,0.5601558572210751,-0.454278591452622,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.10908848409044712,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
1,11,1,3,1,0,0,21,13,9,4,0,0,0,1,0,0,50,0,2,-0.9565076038994943,1.5069980763544295,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.10908848409044712,0.7355910683424595,0.311680249174718,0.4181148890650903,-0.22401128909004567
0,7,2,15,1,0,0,0,0,9,4,1,0,0,1,0,0,23,0,0,0.40848951110901816,-0.27472509369563886,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.10908848409044712,0.3441566968641256,-0.1916806983851333,0.3734905204712385,-0.22401128909004567
3,11,1,2,0,11,0,18,23,0,0,0,0,0,1,0,0,48,0,0,0.03690696313447821,-1.863082958468955,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.10908848409044712,0.7355910683424595,-1.198402593504836,0.01338224367899232,-0.22401128909004567
0,7,2,15,1,0,0,21,26,9,9,1,0,0,1,0,0,23,0,0,-1.1081739500115513,-1.0274686035229934,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.10908848409044712,0.6051129445163482,-0.02389371586518287,0.06008216430046511,-0.22401128909004567
0,0,6,11,1,0,0,21,0,5,5,1,0,0,1,0,1,18,0,2,0.18098999194093274,-0.012300750820047694,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.4513237215070266,-0.22401128909004567
0,7,1,7,1,0,0,2,13,2,9,0,0,0,1,0,0,18,0,2,-0.19817587333920963,-0.7650442606474013,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,0.4746348206902369,-0.35946768090508374,0.38698160865077535,1.331759421952909
0,5,1,9,1,0,11,2,26,2,8,1,0,0,0,0,0,20,1,2,1.3184875877813598,0.38133576349333953,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,-0.10908848409044712,-0.04727767461420827,0.311680249174718,0.5841590512747717,-0.22401128909004567
0,8,3,5,1,0,17,0,0,9,9,1,0,0,1,0,1,18,1,2,1.2426544147253313,0.3606180522136868,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.543087992738053,0.08320044921190302,-0.02389371586518287,0.4284926492031956,-0.22401128909004567
0,0,1,12,1,0,17,4,2,1,1,1,0,0,1,0,0,18,1,0,3.593482779462214,3.903346681034171,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,-0.862828628464935,-0.9206161687504649,-0.22401128909004567
0,13,1,6,1,0,0,0,0,9,3,0,0,0,1,1,0,31,0,0,0.03690696313447821,0.6230423950892789,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.543087992738053,0.6051129445163482,-1.198402593504836,0.22093744644109395,2.8875301329958636
0,11,1,6,1,11,0,12,13,5,3,1,0,0,1,1,0,24,0,1,0.03690696313447821,-1.8009298246299987,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.543087992738053,-0.17775579844031955,-0.862828628464935,0.16904864575056852,-0.22401128909004567
0,11,1,1,1,0,0,2,0,2,10,1,0,0,1,1,0,24,0,2,0.9393217225012175,-0.8617269132857774,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-2.713085535976082,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,11,1,8,1,0,0,21,26,9,9,0,0,1,0,1,0,26,0,0,-1.714839334459779,-1.1517748712009048,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.543087992738053,-0.30823392226643087,-1.533976558544737,-2.165947385323075,-0.22401128909004567
