,Target_encoded,Application mode,Application order,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Debtor,Tuition fees up to date,Gender,Scholarship holder,Inflation rate,Total Curricular units (grade),Total Curricular units (approved),Total Curricular units (without evaluations)
766,0,14,1,7,13,0,0,4,4,0,1,0,0,0.5657081587484707,1.0,0.5916741449658186,0.0
767,0,3,1,16,14,0,26,4,1,0,1,0,0,0.262002410774717,1.0,0.7292305501170816,0.0
768,0,11,1,2,0,21,26,9,7,0,1,1,0,0.5657081587484707,1.0,0.7292305501170816,0.0
769,0,7,5,13,0,12,13,5,5,0,1,1,0,0.5657081587484707,1.0,0.6906959960353908,0.0
770,0,0,1,5,0,0,0,9,9,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
771,1,7,6,14,0,0,13,5,5,0,1,0,0,0.262002410774717,0.0,0.0,0.0
772,0,0,3,11,0,0,13,4,9,0,1,0,0,0.8626475888460029,1.0,0.7292305501170816,0.0
773,0,0,2,9,0,22,0,4,10,0,1,0,0,0.0,1.0,0.6906959960353908,0.0
774,0,0,1,5,0,2,0,2,8,0,1,0,0,0.262002410774717,1.0,0.5916741449658186,0.0
775,1,14,1,5,13,0,0,4,7,1,1,0,0,0.0,1.0,0.5239995654055677,0.0
776,0,13,1,5,0,1,0,4,4,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
777,1,0,1,1,0,2,1,4,2,0,1,0,0,0.5657081587484707,1.0,0.7928859131524941,0.3413030972429926
778,0,7,1,15,0,2,2,17,23,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
779,0,7,3,14,0,0,13,5,5,0,1,0,1,0.16953387213106524,1.0,0.6906959960353908,0.0
780,0,7,1,14,0,22,27,7,7,0,1,0,1,0.5657081587484707,1.0,0.6906959960353908,0.0
781,1,7,1,13,0,0,0,5,4,1,1,0,0,0.8626475888460029,1.0,0.5916741449658186,0.0
782,0,0,1,11,0,12,26,3,8,0,1,0,1,0.8626475888460029,1.0,0.7629347951689582,0.0
783,0,0,3,11,0,2,2,1,3,0,1,0,0,0.0,1.0,0.6906959960353908,0.5
784,0,0,2,14,0,0,23,9,9,0,1,0,1,0.262002410774717,1.0,0.6906959960353908,0.0
785,0,0,1,9,0,0,0,1,1,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
786,0,0,1,4,0,2,2,1,2,0,1,0,0,1.0,1.0,0.6457112531348923,0.0
787,0,0,1,11,0,2,0,4,5,0,1,0,0,0.5657081587484707,1.0,0.7292305501170816,0.0
788,1,2,3,5,0,21,26,0,11,1,1,0,1,0.8277105695231877,1.0,0.6457112531348923,0.0
789,0,7,3,1,0,12,0,5,4,0,1,0,1,1.0,0.0,0.0,0.0
790,0,7,1,14,0,0,13,9,9,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
791,1,11,1,11,0,2,2,2,2,0,0,1,0,0.8626475888460029,0.75,0.0,0.0
792,0,7,1,9,0,0,29,9,2,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
793,0,7,3,9,0,2,0,2,5,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
794,0,0,3,14,0,12,13,3,3,0,1,0,1,0.262002410774717,1.0,0.6906959960353908,0.0
795,0,0,3,14,0,22,27,5,8,0,1,0,1,0.5657081587484707,1.0,0.6906959960353908,0.0
796,0,14,1,4,0,0,0,9,8,0,1,0,0,0.262002410774717,1.0,0.7928859131524941,0.0
797,0,8,3,11,0,0,0,4,8,0,1,0,0,0.30370574797375377,1.0,0.7629347951689582,0.0
798,0,0,1,7,0,0,26,9,9,0,1,0,1,0.5657081587484707,1.0,0.6906959960353908,0.0
799,0,0,1,15,0,2,0,3,7,0,1,0,0,0.5657081587484707,1.0,0.5916741449658186,0.0
800,0,16,1,4,15,24,13,3,5,0,0,0,1,0.5657081587484707,1.0,0.5916741449658186,0.0
801,1,0,2,9,0,12,0,9,8,1,0,0,0,0.30370574797375377,0.0,0.0,0.0
802,0,7,4,8,0,12,13,5,5,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
803,0,0,1,14,0,22,27,9,9,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
804,0,0,3,15,0,0,2,5,3,0,1,0,0,0.30370574797375377,1.0,0.7292305501170816,0.0
805,0,7,2,8,0,12,0,9,3,1,1,0,0,0.30370574797375377,1.0,0.5239995654055677,0.0
806,0,7,3,4,0,0,27,3,5,0,1,0,1,0.16953387213106524,1.0,0.6906959960353908,0.0
807,0,0,1,7,0,2,2,2,10,1,0,0,0,0.30370574797375377,1.0,0.5916741449658186,0.0
808,1,0,4,14,0,0,2,4,7,0,1,0,0,0.5657081587484707,0.0,0.0,0.0
809,0,0,5,4,0,2,0,9,3,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
810,1,0,1,9,0,0,0,9,4,1,0,0,1,0.262002410774717,0.0,0.0,0.0
811,0,7,2,15,0,12,27,5,7,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
812,0,7,1,11,0,12,27,9,9,0,1,0,1,0.30370574797375377,1.0,0.7629347951689582,0.0
813,0,0,1,11,0,2,3,3,3,0,1,0,0,0.30370574797375377,1.0,0.7629347951689582,0.0
814,0,0,1,15,0,12,2,4,4,0,1,0,0,0.30370574797375377,1.0,0.7292305501170816,0.0
815,0,15,1,8,0,0,0,4,4,0,1,0,0,0.30370574797375377,1.0,0.5239995654055677,0.0
816,0,7,1,4,0,0,26,4,5,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
817,0,6,1,4,0,0,0,4,4,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
818,0,7,2,11,0,12,26,3,5,0,0,0,1,0.30370574797375377,1.0,0.7292305501170816,0.0
819,0,0,1,2,0,18,26,9,11,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
820,0,0,1,8,0,12,13,9,9,0,1,0,1,0.0,1.0,0.5916741449658186,0.0
821,0,0,3,1,0,9,13,9,3,0,1,0,0,0.0,0.0,0.0,0.0
822,0,0,1,5,0,0,13,4,7,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
823,0,0,2,9,0,12,13,9,9,0,1,0,1,0.262002410774717,1.0,0.6906959960353908,0.0
824,0,8,4,14,0,0,0,9,9,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
825,0,7,3,13,0,0,2,4,3,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
826,1,7,1,15,0,0,0,5,7,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
827,0,0,3,4,0,0,2,9,7,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
828,0,0,4,11,0,12,13,4,5,0,1,0,0,0.0,1.0,0.7629347951689582,0.0
829,1,13,1,13,0,2,13,3,5,0,1,0,0,0.8626475888460029,0.0,0.0,0.0
830,1,7,1,10,0,23,2,3,3,0,1,0,0,0.0,1.0,0.6906959960353908,0.0
831,1,11,1,9,6,18,23,0,0,0,1,0,0,0.8277105695231877,0.0,0.0,0.0
832,0,13,1,7,0,0,2,9,2,1,1,0,0,0.5657081587484707,1.0,0.4333934776341723,0.5
833,1,11,1,7,0,21,26,9,6,0,1,1,0,0.16953387213106524,1.0,0.2958370724829093,0.3413030972429926
834,1,11,1,6,0,21,26,11,5,0,1,1,0,0.8277105695231877,0.0,0.0,0.0
835,0,0,3,6,0,2,0,3,4,0,1,1,0,0.5657081587484707,1.0,0.4333934776341723,0.0
836,1,7,3,6,0,2,2,3,4,0,1,1,0,0.5657081587484707,1.0,0.5916741449658186,0.0
837,0,15,1,12,0,0,26,23,43,0,1,1,0,0.5657081587484707,1.0,0.4333934776341723,0.0
838,1,14,1,7,13,2,0,2,8,0,0,1,0,1.0,0.0,0.0,0.0
839,0,0,1,8,0,22,0,3,10,0,1,1,0,0.0,1.0,0.6457112531348923,0.0
840,1,0,1,8,0,2,2,9,9,1,0,0,0,0.5657081587484707,0.0,0.0,0.0
841,0,7,1,8,0,2,0,3,4,0,0,1,0,0.5657081587484707,1.0,0.5916741449658186,0.0
842,1,11,1,7,0,2,23,3,0,1,0,1,0,0.0,0.0,0.0,0.3413030972429926
843,0,0,3,11,0,21,27,9,5,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
844,0,0,1,9,0,22,23,9,9,0,1,0,0,0.0,1.0,0.6457112531348923,0.0
845,1,0,1,1,0,21,26,9,8,1,0,0,1,0.0,0.0,0.0,0.0
846,0,11,1,16,0,0,0,31,22,0,1,0,0,0.262002410774717,1.0,0.6457112531348923,0.0
847,0,7,1,8,0,12,13,9,9,0,1,0,0,0.30370574797375377,1.0,0.5916741449658186,0.0
848,0,0,1,5,0,0,0,2,5,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
849,0,7,6,11,0,0,13,4,4,0,1,0,1,0.30370574797375377,1.0,0.7629347951689582,0.0
850,0,0,6,11,0,2,2,1,1,0,1,0,0,0.8626475888460029,1.0,0.7292305501170816,0.0
851,0,2,2,15,0,12,13,4,5,0,1,0,0,1.0,1.0,0.5916741449658186,0.0
852,0,0,1,9,0,12,13,9,9,0,1,0,1,0.5657081587484707,1.0,0.6906959960353908,0.0
853,0,11,1,11,0,0,13,9,9,0,1,1,1,1.0,1.0,0.7292305501170816,0.0
854,0,7,4,6,0,12,13,5,5,1,0,1,0,0.0,0.0,0.0,0.0
855,1,0,3,14,0,0,28,4,1,0,1,1,0,0.16953387213106524,0.75,0.0,0.0
856,1,0,1,9,0,0,13,4,3,0,1,1,0,0.5657081587484707,1.0,0.6906959960353908,0.0
857,1,11,1,3,8,21,0,9,10,0,1,1,0,0.30370574797375377,0.0,0.0,0.0
858,1,2,4,6,0,12,26,4,6,0,1,1,0,0.8277105695231877,0.0,0.0,0.0
859,1,0,1,14,0,18,27,0,3,0,1,1,0,0.8277105695231877,1.0,0.4333934776341723,0.0
860,1,8,2,6,0,0,1,5,4,0,1,1,0,0.0,1.0,0.5239995654055677,0.0
861,1,11,2,8,8,12,27,9,9,1,0,1,0,0.0,0.0,0.0,0.0
862,1,14,1,4,13,0,13,5,8,0,1,1,0,0.262002410774717,1.0,0.7292305501170816,0.0
863,1,11,1,13,0,22,13,9,8,1,0,1,0,0.0,1.0,0.4333934776341723,0.0
864,1,14,1,5,13,0,0,5,4,0,0,1,0,0.262002410774717,1.0,0.6906959960353908,0.0
865,0,0,4,11,0,0,0,4,10,0,1,1,1,0.262002410774717,1.0,0.7629347951689582,0.0
866,1,11,1,6,2,0,27,11,11,0,1,1,0,0.5657081587484707,0.0,0.0,0.0
867,1,11,1,6,11,21,27,3,7,0,1,1,1,0.262002410774717,0.0,0.0,0.0
868,0,8,1,10,0,12,13,4,5,0,1,1,0,0.16953387213106524,1.0,0.6457112531348923,0.0
869,0,0,1,1,0,12,0,9,7,0,1,1,0,0.0,0.0,0.0,0.0
870,0,0,1,10,0,0,0,28,43,0,1,1,0,0.5657081587484707,1.0,0.6906959960353908,0.0
871,1,11,1,6,0,18,23,0,0,0,1,1,0,0.0,1.0,0.4333934776341723,0.0
872,0,12,1,16,0,12,13,5,5,0,1,1,0,0.16953387213106524,1.0,0.819836637888477,0.3413030972429926
873,0,0,1,12,0,0,0,1,1,0,1,1,1,0.16953387213106524,1.0,0.6906959960353908,0.0
874,0,0,1,3,0,0,13,31,44,1,1,1,0,0.5657081587484707,1.0,0.5916741449658186,0.0
875,0,0,1,11,0,22,27,9,9,0,1,1,1,0.8626475888460029,1.0,0.7629347951689582,0.0
876,1,7,1,4,0,22,13,9,9,0,1,1,1,0.8626475888460029,1.0,0.6457112531348923,0.0
877,1,11,2,12,0,12,13,4,5,0,1,1,1,0.8626475888460029,0.75,0.0,0.0
878,0,0,2,13,0,12,13,7,10,0,1,1,0,0.0,1.0,0.6457112531348923,0.0
879,1,14,1,4,13,12,0,9,3,0,1,1,0,0.16953387213106524,1.0,0.7292305501170816,0.3413030972429926
880,0,7,2,4,0,22,27,9,8,0,1,1,1,0.262002410774717,1.0,0.6457112531348923,0.0
881,0,0,1,1,0,2,1,2,5,0,1,1,0,0.0,0.0,0.0,0.0
882,1,11,1,3,0,12,26,9,6,1,0,1,0,0.16953387213106524,0.75,0.0,0.0
883,1,11,1,3,0,21,26,4,7,1,0,1,0,0.16953387213106524,1.0,0.6906959960353908,0.0
884,0,6,2,11,0,1,27,4,9,0,1,0,1,0.5657081587484707,1.0,0.7292305501170816,0.0
885,0,12,1,14,5,18,23,0,0,0,1,0,0,0.8277105695231877,1.0,0.7928859131524941,0.0
886,0,6,6,14,0,22,11,0,0,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
887,0,13,2,9,0,21,26,9,7,0,1,0,1,0.0,1.0,0.7292305501170816,0.0
888,0,0,1,11,0,12,13,4,7,0,1,0,1,0.0,1.0,0.7629347951689582,0.0
889,0,0,3,14,0,22,27,9,5,0,1,0,1,0.5657081587484707,1.0,0.5916741449658186,0.0
890,0,0,2,14,0,0,13,9,9,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
891,1,11,1,1,0,21,27,27,43,0,0,0,0,0.16953387213106524,0.0,0.0,0.0
892,0,13,1,11,0,21,26,9,9,0,1,0,1,1.0,1.0,0.7292305501170816,0.0
893,1,3,1,2,2,21,9,9,4,0,0,0,0,0.0,0.0,0.0,0.0
894,0,12,1,5,13,0,0,4,7,0,1,0,0,0.8626475888460029,1.0,0.887511217448728,0.744948051202489
895,1,14,1,16,13,0,26,4,9,0,0,0,0,0.8626475888460029,1.0,0.2958370724829093,0.0
896,0,7,1,14,0,21,26,5,5,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
897,0,13,1,4,13,12,26,5,9,0,1,0,1,0.8626475888460029,1.0,0.8443337464867926,0.0
898,0,0,1,10,0,22,13,9,5,0,1,0,0,0.8277105695231877,1.0,0.5916741449658186,0.0
899,0,7,1,13,0,12,13,7,7,0,1,0,1,0.0,1.0,0.6906959960353908,0.0
900,1,7,1,8,0,12,13,9,7,0,1,0,0,0.5657081587484707,1.0,0.4333934776341723,0.0
901,0,13,2,9,0,22,27,5,5,0,1,0,1,0.5657081587484707,1.0,0.6457112531348923,0.0
902,0,3,1,11,2,21,27,7,7,0,1,0,0,0.0,1.0,0.7629347951689582,0.0
903,0,0,2,11,0,21,0,9,4,0,1,0,1,0.8277105695231877,1.0,0.6906959960353908,0.0
904,1,0,2,8,0,12,13,9,9,0,1,0,0,1.0,0.75,0.0,0.0
905,0,0,3,11,0,0,0,5,5,0,1,0,1,0.262002410774717,1.0,0.7629347951689582,0.0
906,1,0,4,13,0,0,0,7,7,0,1,0,0,0.16953387213106524,0.0,0.0,0.0
907,0,7,2,9,0,12,27,7,6,0,1,0,1,1.0,1.0,0.6906959960353908,0.0
908,0,7,5,9,0,12,0,5,5,0,1,0,0,0.0,1.0,0.5239995654055677,0.0
909,1,0,1,1,0,22,13,7,10,0,1,0,0,0.8626475888460029,0.0,0.0,0.0
910,0,0,1,15,0,21,26,9,5,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
911,0,0,1,5,0,12,0,5,4,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
912,1,11,1,16,0,21,26,9,9,0,0,0,0,1.0,1.0,0.4333934776341723,0.0
913,0,11,1,2,0,21,26,9,7,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
914,1,11,1,11,0,21,26,9,6,0,1,0,0,0.0,0.0,0.0,0.0
915,0,5,1,14,0,12,13,4,5,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
916,1,11,1,16,0,18,23,11,11,0,1,0,0,0.8277105695231877,0.0,0.0,0.0
917,1,11,1,2,6,21,26,8,10,0,1,0,0,0.0,0.0,0.0,0.0
918,0,14,1,3,13,21,27,9,4,0,1,0,0,0.8626475888460029,1.0,0.6906959960353908,0.0
919,0,11,1,2,0,21,0,9,7,0,1,0,1,0.0,1.0,0.6906959960353908,0.0
920,0,11,1,2,11,21,26,9,3,0,1,0,1,0.5657081587484707,1.0,0.6457112531348923,0.0
921,0,11,1,2,0,21,26,9,9,0,1,0,1,0.5657081587484707,1.0,0.6906959960353908,0.0
922,1,7,6,9,0,0,2,4,2,0,1,0,0,0.0,1.0,0.5916741449658186,0.0
923,1,11,1,11,11,21,26,9,6,0,0,0,1,0.16953387213106524,1.0,0.4333934776341723,0.0
924,0,11,1,16,0,21,26,9,9,0,1,0,0,1.0,1.0,0.5239995654055677,0.0
925,0,11,1,11,0,21,26,9,7,0,1,0,1,0.8277105695231877,1.0,0.6906959960353908,0.0
926,1,3,1,5,2,12,14,4,11,0,1,0,0,0.5657081587484707,0.75,0.0,0.6826061944859853
927,0,11,1,2,0,21,26,6,8,1,1,0,0,0.0,1.0,0.6906959960353908,0.0
928,0,11,1,5,0,21,13,28,34,1,1,0,0,0.5657081587484707,0.0,0.0,0.0
929,1,0,1,9,0,12,26,0,0,0,1,0,0,0.8277105695231877,0.0,0.0,0.0
930,0,0,5,8,0,21,27,7,7,0,1,0,0,0.8277105695231877,1.0,0.4333934776341723,0.0
931,0,0,1,15,0,12,27,9,9,0,1,0,1,0.262002410774717,1.0,0.7292305501170816,0.0
932,0,3,1,13,2,21,26,7,7,0,1,0,0,0.0,1.0,0.7629347951689582,0.0
933,1,11,1,8,0,21,26,9,9,0,1,0,0,0.8277105695231877,1.0,0.4333934776341723,0.0
934,0,11,1,11,0,2,0,2,5,0,1,0,0,0.5657081587484707,1.0,0.7292305501170816,0.0
935,0,0,3,1,0,0,0,3,3,0,1,0,0,0.5657081587484707,1.0,0.8443337464867926,0.0
936,1,11,1,11,11,22,27,9,9,0,1,0,0,0.0,1.0,0.2958370724829093,0.0
937,0,14,1,16,13,21,26,6,6,0,1,0,0,0.0,1.0,0.7292305501170816,0.0
938,0,0,1,14,0,12,27,4,10,0,1,0,0,0.8277105695231877,1.0,0.5916741449658186,0.0
939,1,11,1,2,11,21,26,11,7,0,0,0,0,0.0,1.0,0.5239995654055677,0.0
940,0,0,3,14,0,12,13,5,5,0,1,0,0,0.262002410774717,1.0,0.6457112531348923,0.0
941,0,0,1,9,0,21,13,9,4,0,1,0,1,0.16953387213106524,1.0,0.6906959960353908,0.0
942,0,11,1,9,11,21,26,9,9,0,1,0,0,0.0,0.0,0.0,0.0
943,1,3,1,5,2,0,13,9,10,0,1,0,0,0.8626475888460029,0.0,0.0,0.0
944,0,6,1,12,0,21,26,9,7,0,1,0,1,0.262002410774717,1.0,0.7629347951689582,0.0
945,0,7,2,10,0,21,26,7,7,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
946,0,0,1,8,0,2,13,3,3,1,1,1,0,0.16953387213106524,1.0,0.6457112531348923,0.744948051202489
947,1,7,2,14,0,2,4,0,2,0,0,1,1,0.8277105695231877,0.0,0.0,0.0
948,0,13,1,13,0,18,23,0,0,0,1,1,0,0.8277105695231877,1.0,0.5916741449658186,0.0
949,1,11,1,8,0,21,2,9,2,0,1,1,0,0.8626475888460029,0.0,0.0,0.0
950,0,11,1,16,0,21,26,9,9,0,1,1,0,0.8277105695231877,1.0,0.6457112531348923,0.0
951,1,11,1,16,0,21,26,9,9,1,0,1,0,0.262002410774717,0.0,0.0,0.0
952,0,14,1,3,13,0,13,4,8,0,1,1,0,0.262002410774717,1.0,0.6906959960353908,0.0
953,1,8,5,11,0,12,0,1,10,0,1,0,0,0.0,0.0,0.0,0.0
954,1,12,1,6,0,2,0,2,9,0,1,1,0,0.8277105695231877,1.0,0.5916741449658186,0.0
955,1,7,4,13,0,0,0,4,11,0,1,1,0,0.8277105695231877,1.0,0.2958370724829093,0.0
956,0,7,1,14,0,12,26,9,9,0,1,1,1,0.16953387213106524,1.0,0.6906959960353908,0.0
957,0,0,3,14,0,22,0,9,4,0,1,1,0,0.262002410774717,1.0,0.6457112531348923,0.0
958,0,0,1,8,0,0,13,5,5,0,1,1,1,0.16953387213106524,1.0,0.6457112531348923,0.0
959,1,0,3,13,0,10,8,0,0,0,0,1,0,0.8277105695231877,0.0,0.0,0.0
960,1,11,1,13,0,18,23,0,0,0,0,1,0,0.8277105695231877,1.0,0.4333934776341723,0.3413030972429926
961,0,13,1,8,0,21,26,9,9,0,1,1,0,0.0,1.0,0.9067538664935229,0.0
962,0,0,1,7,0,2,0,2,4,0,1,1,0,0.8277105695231877,1.0,0.6457112531348923,0.0
963,0,0,2,6,0,22,27,5,5,0,1,1,0,0.8277105695231877,1.0,0.4333934776341723,0.5
964,0,0,1,14,0,0,2,3,7,0,1,1,1,0.262002410774717,1.0,0.6457112531348923,0.0
965,0,14,1,3,13,3,0,2,8,0,1,1,0,0.5657081587484707,1.0,0.6457112531348923,0.0
966,1,11,1,16,0,12,26,9,5,0,0,1,0,0.262002410774717,0.0,0.0,0.0
967,1,11,1,3,8,21,13,9,10,0,1,1,0,0.0,0.0,0.0,0.0
968,1,11,1,16,0,18,23,0,0,0,0,1,0,0.8277105695231877,0.0,0.0,0.0
969,0,11,1,6,0,0,27,3,5,0,1,1,0,0.8626475888460029,1.0,0.4333934776341723,0.0
970,0,13,1,13,0,18,23,0,0,0,1,1,0,0.8277105695231877,1.0,0.5916741449658186,0.0
971,1,12,1,8,0,21,27,7,3,0,1,1,0,0.8277105695231877,0.75,0.0,0.0
972,1,11,2,6,11,21,26,7,7,0,0,1,0,0.0,0.0,0.0,0.0
973,0,13,1,15,0,21,26,7,7,0,1,1,0,0.0,1.0,0.5916741449658186,0.0
974,0,11,1,16,0,21,13,9,3,0,1,1,0,0.16953387213106524,1.0,0.6457112531348923,0.0
975,0,7,3,6,0,0,13,9,3,1,0,1,0,0.5657081587484707,1.0,0.5239995654055677,0.0
976,0,11,1,11,11,22,27,9,8,0,1,1,0,0.8277105695231877,1.0,0.6906959960353908,0.3413030972429926
977,0,0,1,5,0,12,13,29,28,0,1,1,1,0.5657081587484707,1.0,0.5916741449658186,0.3413030972429926
978,1,11,1,16,11,12,26,7,5,1,0,1,0,0.5657081587484707,1.0,0.6457112531348923,0.0
979,0,8,1,3,0,0,27,9,6,0,1,1,0,0.8626475888460029,1.0,0.7629347951689582,0.0
980,1,12,1,6,5,19,24,6,6,0,1,1,0,0.8277105695231877,1.0,0.4333934776341723,0.0
981,0,11,1,16,0,12,13,4,4,0,1,1,1,0.5657081587484707,1.0,0.6457112531348923,0.0
982,0,0,1,14,0,0,27,4,5,0,1,1,0,1.0,1.0,0.6906959960353908,0.0
983,0,11,1,16,0,22,27,9,3,0,1,1,0,0.0,1.0,0.5916741449658186,0.0
984,1,0,1,8,0,0,0,2,10,0,1,1,0,0.8277105695231877,1.0,0.2958370724829093,0.0
985,0,0,1,11,0,12,13,3,3,0,1,1,0,1.0,1.0,0.7292305501170816,0.0
986,0,3,1,3,3,0,0,4,6,0,1,1,0,0.16953387213106524,1.0,0.6906959960353908,0.0
987,1,7,1,4,0,0,0,5,0,0,1,1,0,0.8277105695231877,0.75,0.0,0.0
988,1,0,1,9,0,1,1,3,4,0,1,1,0,0.30370574797375377,1.0,0.4333934776341723,0.0
989,1,7,2,5,0,12,27,9,1,1,0,1,0,0.262002410774717,1.0,0.4333934776341723,0.0
990,0,7,1,11,0,0,2,9,2,0,1,0,0,0.16953387213106524,1.0,0.7629347951689582,0.0
991,0,0,1,7,0,2,2,2,2,0,1,0,0,0.262002410774717,1.0,0.6457112531348923,0.0
992,1,0,1,14,0,0,2,3,3,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
993,0,14,2,9,13,2,13,4,9,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
994,0,3,1,9,2,21,26,28,42,0,1,0,0,1.0,1.0,0.6457112531348923,0.0
995,0,11,1,2,0,21,26,9,8,0,1,0,1,1.0,1.0,0.6906959960353908,0.0
996,0,0,3,11,0,2,0,18,25,0,1,0,1,0.262002410774717,1.0,0.6906959960353908,0.0
997,0,14,1,5,13,12,0,6,4,0,1,0,0,0.262002410774717,1.0,0.4333934776341723,0.0
998,0,7,1,10,0,0,13,3,3,0,1,0,0,0.30370574797375377,1.0,0.6457112531348923,0.0
999,1,0,3,4,0,18,23,0,0,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
1000,1,7,3,4,0,22,0,5,5,0,1,0,0,0.8626475888460029,0.0,0.0,0.0
1001,1,0,5,13,0,12,27,9,9,0,0,0,0,0.5657081587484707,0.0,0.0,0.0
1002,0,0,1,1,0,2,3,2,5,0,1,0,0,0.30370574797375377,0.0,0.0,0.0
1003,0,7,2,8,0,12,13,7,7,0,1,0,1,0.262002410774717,1.0,0.5239995654055677,0.0
1004,1,7,2,9,0,0,2,3,4,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
1005,0,7,1,5,0,2,13,5,5,0,1,0,0,1.0,1.0,0.6457112531348923,0.0
1006,0,7,6,11,0,21,26,9,6,0,1,0,1,1.0,1.0,0.7292305501170816,0.0
1007,0,16,1,9,15,21,26,9,10,0,1,0,0,0.5657081587484707,1.0,0.7928859131524941,0.0
1008,0,0,1,11,0,12,26,5,5,0,1,0,1,1.0,1.0,0.7292305501170816,0.0
1009,0,7,3,13,0,0,27,3,3,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
1010,0,0,2,11,0,12,13,9,10,0,1,0,0,0.8626475888460029,1.0,0.6906959960353908,0.0
1011,0,7,1,11,0,12,0,4,3,0,1,0,0,0.16953387213106524,1.0,0.7292305501170816,0.0
1012,0,7,1,8,0,0,27,4,5,0,1,0,1,1.0,1.0,0.6457112531348923,0.0
1013,1,0,2,14,0,12,0,4,5,0,1,0,0,0.30370574797375377,0.0,0.0,0.0
1014,0,8,2,8,0,21,27,28,27,0,1,0,1,0.5657081587484707,1.0,0.6457112531348923,0.0
1015,0,7,1,10,0,12,13,9,8,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
1016,1,7,1,8,0,21,0,9,9,1,1,0,1,0.30370574797375377,0.75,0.0,0.0
1017,0,15,1,4,0,2,0,3,5,0,1,0,1,0.30370574797375377,1.0,0.8443337464867926,0.0
1018,1,7,4,13,0,12,26,9,12,1,0,0,1,1.0,0.75,0.0,0.0
1019,0,7,3,14,0,0,0,4,9,1,1,0,1,0.8626475888460029,1.0,0.6906959960353908,0.0
1020,0,0,2,11,0,0,27,4,7,0,1,0,1,0.0,1.0,0.7629347951689582,0.0
1021,0,14,1,8,13,12,0,4,9,0,1,0,0,0.30370574797375377,1.0,0.6457112531348923,0.0
1022,0,13,2,11,0,25,2,2,2,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
1023,0,7,1,4,0,22,27,9,9,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
1024,0,8,2,15,0,22,27,28,35,0,1,0,0,0.5657081587484707,1.0,0.7292305501170816,0.0
1025,1,7,3,5,0,0,13,4,11,0,0,0,0,0.8277105695231877,1.0,0.4333934776341723,0.0
1026,0,0,1,5,0,17,13,4,11,0,1,0,0,0.8277105695231877,1.0,0.6457112531348923,0.0
1027,0,0,5,10,0,12,26,9,9,0,1,0,1,0.5657081587484707,1.0,0.6457112531348923,0.0
1028,0,7,2,11,0,12,13,9,4,0,1,0,0,0.0,1.0,0.7629347951689582,0.0
1029,0,0,4,11,0,0,0,9,9,0,1,0,1,1.0,1.0,0.7292305501170816,0.0
1030,0,0,2,8,0,0,13,4,3,0,1,0,1,0.0,1.0,0.5239995654055677,0.0
1031,0,0,1,15,0,12,26,5,7,0,1,0,1,0.8626475888460029,1.0,0.5916741449658186,0.0
1032,0,0,1,14,0,21,26,8,8,0,1,0,0,0.0,1.0,0.6906959960353908,0.0
